Curaco De Vélez, Total Docentes, 72.0
Quinchao, Total Docentes, 226.0
Castro, Total Docentes, 867.0
Puqueldón, Total Docentes, 74.0
Chonchi, Total Docentes, 247.0
Queilén, Total Docentes, 95.0
Chaitén, Total Docentes, 91.0
Quellón, Total Docentes, 648.0
Futaleufú, Total Docentes, 65.0
Palena, Total Docentes, 37.0
Guaitecas, Total Docentes, 33.0
Lago Verde, Total Docentes, 14.0
Cisnes, Total Docentes, 132.0
Aysén, Total Docentes, 538.0
Coyhaique, Total Docentes, 1179.0
Río Ibáñez, Total Docentes, 68.0
Chile Chico, Total Docentes, 81.0
Cochrane, Total Docentes, 76.0
Tortel, Total Docentes, 16.0
O’higgins, Total Docentes, 30.0
Torres Del Paine, Total Docentes, 8.0
Natales, Total Docentes, 398.0
Laguna Blanca, Total Docentes, 10.0
San Gregorio, Total Docentes, 10.0
Río Verde, Total Docentes, 5.0
Primavera, Total Docentes, 10.0
Punta Arenas, Total Docentes, 2128.0
Porvenir, Total Docentes, 112.0
Timaukel, Total Docentes, 6.0
Cabo De Hornos, Total Docentes, 34.0
Antártica, Total Docentes, 1.0
