Id_comuna;Id_comisaria;Nombre_comisaria;Direccion;Fono;Tipo;;;;;
10108;524;RETEN LA PASADA;KM. 89 RUTA V460 LA PASADA;652765218;RETEN;;;;;
10108;525;3A. COMISARIA DE MAULLIN;BERNARDO OHIGGINS N 491;652762197;COMISARIA;;;;;
10108;526;RETEN OLMOPULLI;KM.54 RUTA V860, CRUCE RUTA V861;652765217;RETEN;;;;;
10108;527;TENENCIA CAREMALPU;BERNARDO OHIGGINS S/N;652765224;TENENCIA;;;;;
10109;528;TENENCIA CASA PANGUE (F);RUTA CH225 KM. 18;652765122;TENENCIA;;;;;
10109;529;TENENCIA ENSENADA;RUTA CH225 KM 43 S.N;652765133;TENENCIA;;;;;
10109;530;RETEN RIO PESCADO;RUTA CH225 KM 19;652765120;RETEN;;;;;
10109;531;1A. COMISARIA DE PUERTO VARAS;SAN FRANCISCO N 241;652765100;COMISARIA;;;;;
10109;532;TENENCIA CARRETERA LLANQUIHUE;RUTA 5 SUR KM 1010;652765125;TENENCIA;;;;;
10109;533;RETEN NUEVA BRAUNAU;CALLE OTTO KLEIN ESQUINA LA BOMBA;652765119;RETEN;;;;;
10201;534;PREFECTURA CHILOE N 26;DIEGO PORTALES N 440;652765304;PREFECTURA;;;;;
10202;535;COMISARIA DE ANCUD;Baquedano N 370;652765338;COMISARIA;;;;;
10202;536;TENENCIA CHACAO;SOMMERMIER N 215;652765359;TENENCIA;;;;;
10202;537;TENENCIA CHILOE (M.C);RUTA 5 SUR KM 1143;652765362;TENENCIA;;;;;
10203;538;TENENCIA CHONCHI;PEDRO AGUIRRE CERDA N 224;652765385;TENENCIA;;;;;
10204;539;RETEN CURACO DE VELEZ;GALVARINO RIVEROS N 240;652765404;RETEN;;;;;
10205;540;TENENCIA DALCAHUE;AVENIDA MOCOPULLI N 025;652765683;TENENCIA;;;;;
10206;541;RETEN PUQUELDON;CALLE TENIENTE MERINO S/N;652765387;RETEN;;;;;
10207;542;RETEN QUEILEN;BALMACEDA N 83;652765388;RETEN;;;;;
10208;543;6A. COMISARIA QUELLON (S.U);JUAN LADRILLEROS N 561;652765500;COMISARIA;;;;;
10209;544;RETEN QUEMCHI;PEDRO MONTT N 300;652765364;RETEN;;;;;
10209;545;RETEN MECHUQUE;VILLA MECHUQUE S/N;652765358;RETEN;;;;;
10210;546;SUBCOMISARIA ACHAO;RICARDO JARA N 12;652765397;SUBCOMISARIA;;;;;
10210;547;RETEN ISLA QUENAC;SECTOR LA VILLA S/N;652765405;RETEN;;;;;
10301;548;RETEN CANCURA;CALLE LAS ROSAS S/N;642664129;RETEN;;;;;
10301;549;RETEN ELEUTERIO RAMIREZ;RUTA CH215 KM. 14;642664128;RETEN;;;;;
10301;550;TENENCIA CARRETERA OSORNO;RUTA 5 SUR, KM 926 LAS QUEMAS;642664200;TENENCIA;;;;;
10301;551;1A. COMISARIA OSORNO;JUSTO GEISSE N 846;642664032;COMISARIA;;;;;
10301;552;RETEN OVEJERIA;CALLE COLBUN N 740;642664066;RETEN;;;;;
10301;553;3A. COMISARIA OSORNO(S.U);CALLE GUATEMALA ESQ. PILCO MAYO, RAHUE ALTO.;642664105;COMISARIA;;;;;
10301;554;RETEN PAMPA ALEGRE;HEROES DE LA CONCEPCION N 581;642664126;RETEN;;;;;
10301;555;SUBCOMISARIA RAHUE ALTO;IQUIQUE N 440;642664134;SUBCOMISARIA;;;;;
10302;556;RETEN LAS CASCADAS;VICENTE PEREZ ROSALES N 123;642664101;RETEN;;;;;
10302;557;RETEN RUPANCO;SECTOR LOS PUENTES S/N RUTA U911, KM 20;642664103;RETEN;;;;;
10302;558;TENENCIA PUERTO OCTAY;GERMAN WULF N 797;642664099;TENENCIA;;;;;
10303;559;RETEN CRUCERO;VEINTIUNO DE MAYO N 7;642664097;RETEN;;;;;
10303;560;RETEN CORTE ALTO;BERNARDO OHIGGINS N 128;642664096;RETEN;;;;;
10303;561;SUBCOMISARIA PURRANQUE;ELEUTERIO RAMIREZ N 460;642664089;SUBCOMISARIA;;;;;
10304;562;TENENCIA PAJARITOS (F);RUTA CH215, KM. 95;642664141;TENENCIA;;;;;
10304;563;TENENCIA ENTRE LAGOS;HERIBERTO NOVOA CON RUTA CH215;642664131;TENENCIA;;;;;
10305;564;2A. COMISARIA DE RIO NEGRO;BERNARDO OHIGGINS N 520;642664068;COMISARIA;;;;;
10305;565;RETEN RIACHUELO;PEDRO DE VALDIVIA N 567;642664087;RETEN;;;;;
10306;566;RETEN SAN JUAN DE LA COSTA;RUTA U300, KM. 28;642664124;RETEN;;;;;
10306;567;RETEN BAHIA MANSA;RUTA U40 KM 58;642664125;RETEN;;;;;
10307;568;TENENCIA SAN PABLO;TRALMAHUE N 504;642664144;TENENCIA;;;;;
10307;569;RETEN TRUMAO;RUTA U10, KM. 18;642664148;RETEN;;;;;
10307;570;RETEN QUILACAHUIN;RUTA U170, KM. 12;642664147;RETEN;;;;;
10401;571;RETEN AYACARA(F);RUTA W813 SECTOR AYACARA S/N;652765443;RETEN;;;;;
10401;572;4A COMISARIA DE CHAITEN(F);ALMIRANTE RIVEROS N 317;652765426;COMISARIA;;;;;
10402;573;3A. COMISARIA DE FUTALEUFU (F);Bernardo OHiggins N 516;652765409;COMISARIA;;;;;
10402;574;TENENCIA EL LIMITE (F);RUTA CH231 KM. 55;652765423;TENENCIA;;;;;
10403;575;RETEN CONTAO;RUTA 7 CARRETERA AUSTRAL KM 55;652765280;RETEN;;;;;
10403;576;TENENCIA HORNOPIREN (F);INGENIERO MILITAR S/N;652765277;TENENCIA;;;;;
10403;577;RETEN VODUDAHUE (F);CAMINO LONGITUDINAL RUTA 7 S/N;652765281;RETEN;;;;;
10404;578;TENENCIA RIO ENCUENTRO (F);RUTA INTERNACIONAL CH235, KM. 80;652765462;TENENCIA;;;;;
10404;579;5A. COMISARIA DE PALENA(F);CALLE PEDRO MONTT N 765;652765445;COMISARIA;;;;;
10404;580;RETEN VALLE CALIFORNIA (F);RUTA W895, KM. 11;652765465;RETEN;;;;;
11101;581;RETEN PUESTO VIEJO;GERONIMO DE ALDERETE S/N VILLA NIREHUAO;672567103;RETEN;;;;;
11101;582;RETEN VILLA ORTEGA;RUTA 7 NORTE KM 32 VILLA ORTEGA;672567097;RETEN;;;;;
11101;583;TENENCIA COYHAIQUE ALTO;RUTA CH243 KM. 45;672567099;TENENCIA;;;;;
11101;584;RETEN LAGO CASTOR;RUTA X595 KM. 15. SECTOR LAGO CASTOR;672567102;RETEN;;;;;
11101;585;PREFECTURA DE AYSEN;CALLE ESMERALDA N 522;672567021;PREFECTURA;;;;;
11101;586;SUBCOMISARIA EL BLANCO;RUTA 7 SUR KM 33;672567290;SUBCOMISARIA;;;;;
11101;587;TENENCIA BALMACEDA;LOS CARRERA N 1355;672567105;TENENCIA;;;;;
11102;588;RETEN LAGO VERDE;LOS PIONEROS N 52;672567141;RETEN;;;;;
11102;589;RETEN RIO CISNES;RUTA X 25 KM. 90 ALTO RiO CISNES;672567096;RETEN;;;;;
11102;590;RETEN VILLA LA TAPERA;LOS PIONEROS CON P. A. RONCHI;672567210;RETEN;;;;;
11201;591;RETEN VILLA MANIHUALES;EUSEBIO IBAR N 1406;672567128;RETEN;;;;;
11201;592;RETEN PUERTO AGUIRRE;PEDRO AGUIRRE CERDA N 337;672567127;RETEN;;;;;
11201;593;2A. COMISARIA DE PUERTO AYSEN;BERNARDO OHIGGINS N 553;672567260;COMISARIA;;;;;
11201;594;RETEN PUERTO CHACABUCO;JOSE MARIA CARO N 335;672567129;RETEN;;;;;
11201;595;5A. COMISARIA C.O.P. AYSEN;CALLE ALMIRANTE SIMPSON N 2561;672567093;COMISARIA;;;;;
11201;596;4A. COMISARIA COCHRANE;ESMERALDA N 522;67267166;COMISARIA;;;;;
11202;597;RETEN RAUL MARIN BALMACEDA;AV. COSTANERA S/N;672567140;RETEN;;;;;
11202;598;TENENCIA LA JUNTA;RUTA 7 CARRETERA AUSTRAL KM 268;672567135;TENENCIA;;;;;
11202;599;RETEN PUYUHUAPI;CALLE OTTO UEBEL S/NRO;672567139;RETEN;;;;;
11202;600;SUBCOMISARIA PUERTO CISNES;JOSE MARIA CARO N 74;672567205;SUBCOMISARIA;;;;;
11203;601;RETEN MELINKA;COSTANERA S/N;672567133;RETEN;;;;;
11301;602;RETEN ENTRADA BAKER;KILOMETRO N 63, RUTA INTERNACIONAL X83;672567183;RETEN;;;;;
11301;603;4A. COMISARIA COCHRANE;CALLE ESMERALDA N 522;672567164;COMISARIA;;;;;
11302;604;TENENCIA RIO MAYER;RIVERA NORTE RIO MAYER S/N;672567196;TENENCIA;;;;;
11302;605;SUBCOMISARIA VILLA OHIGGINS;TENIENTE HERNAN MERINO S/N;672567189;SUBCOMISARIA;;;;;
11302;606;TENENCIA TTE. HERNAN MERINO CORREA;KILOMETRO N 01, RUTA X915;672567186;TENENCIA;;;;;
11303;607;RETEN CALETA TORTEL;SECTOR CENTRO S/N;672567184;RETEN;;;;;
11401;608;3A.COMISARIA DE CHILE CHICO;Bernardo OHiggins N 506;672567143;COMISARIA;;;;;
11401;609;RETEN PUERTO GUADAL;CALLE LAS CAMELIAS N 430;672567162;RETEN;;;;;
11402;610;TENENCIA PUERTO INGENIERO IBANEZ;AVENIDA GENERAL CARRERA N 19;672567089;TENENCIA;;;;;
11402;611;RETEN RIO TRANQUILO;CALLE EL SALTO N 359;672567091;RETEN;;;;;
12101;612;TENENCIA KON AIKEN;RUTA 9 NORTE KM 32;612761115;TENENCIA;;;;;
12101;613;SUBCOMISARIA RIO SECO;RUTA 9 NORTE KM. 13,5;612761127;SUBCOMISARIA;;;;;
12101;614;PREFECTURA MAGALLANES;JUEZ WALDO SEGUEL N 653;612761054;PREFECTURA;;;;;
12101;615;1A COMISARIA DE PUNTA ARENAS;PEREZ DE ARCE ESQUINA CALLE MATEO TORO Y ZAMBRANO, S/N.;612761096;COMISARIA;;;;;
12101;616;SUBCOMISARIA I.A.T PUNTA ARENAS;RUTA 9 SUR KM 5.5;612761034;SUBCOMISARIA;;;;;
12101;617;RETEN AGUA FRESCA;RUTA 9 SUR KM. 29;612761114;RETEN;;;;;
12102;618;RETEN MORRO CHICO;RUTA 9 NORTE KM. 146;612761120;RETEN;;;;;
12102;619;RETEN VILLA TEHUELCHEN;SANTIAGO ALVAREZ N 1;612761119;RETEN;;;;;
12104;620;RETEN TENIENTE HERNAN MERINO CORREA;RUTA Y455 KM 70;612761126;RETEN;;;;;
12104;621;TENENCIA MONTE AYMOND;RUTA CH255 KM. 141;612761122;TENENCIA;;;;;
12104;622;RETEN CANADON GRANDE;RUTA Y545 KM 22;612761125;RETEN;;;;;
12201;623;TENENCIA YENDEGAIA;CALETA DOS DE MAYO S/N;612761136;TENENCIA;;;;;
12201;624;4A. COMISARIA PUERTO WILLIAMS;PILOTO PARDO N 287;612761221;COMISARIA;;;;;
12201;625;RETEN PUERTO TORO;AGUSTIN GALLARDO S/N;612761135;RETEN;;;;;
12301;626;3A. COMISARIA DE PORVENIR;CHILOE N 880;612761171;COMISARIA;;;;;
12301;627;TENENCIA SAN SEBASTIAN;RUTA CH257, KM. 177;612761190;TENENCIA;;;;;
12302;628;TENENCIA CERRO SOMBRERO;ARTURO PRAT N 737;612761195;TENENCIA;;;;;
12303;629;RETEN PAMPA GUANACO;RUTA Y851, KM. 132;612761193;RETEN;;;;;
12401;630;RETEN PUERTO EDEN;RIBERA SUR S/N. PTO. EDEN;612761250;RETEN;;;;;
12401;631;RETEN DOROTEA;RUTA CH250 KM. 11.380;612761169;RETEN;;;;;
12401;632;SUBCOMISARIA CASAS VIEJAS;RUTA 9 SUR KM 231;612761160;SUBCOMISARIA;;;;;
12401;633;2A. COMISARIA DE PUERTO NATALES;TOMAS ROGERS N 274;612761139;COMISARIA;;;;;
12402;634;RETEN CERRO GUIDO;RUTA 9 NORTE KM 350;612761168;RETEN;;;;;
12402;635;RETEN TORRES DEL PAINE;RUTA 9 NORTE KM. 305;612761167;RETEN;;;;;
13101;636;4A. COMISARIA SANTIAGO CENTRAL SUR;CHILOE NRO. 1472;229223790;COMISARIA;;;;;
13101;637;2A COMISARIA SANTIAGO CENTRAL SUR;TOESCA NRO. 2345;229223730;COMISARIA;;;;;
13101;638;48VA COMISARIA FAMILIA E INFANCIA;CALLE DIECIOCHO N 268;229224890;COMISARIA;;;;;
13101;639;28A COMISARIA C.O.P.;SAN ISIDRO NRO. 330;229224700;COMISARIA;;;;;
13101;640;35VA COMISARIA DELITOS SEXUALES;AV. ITALIA 1100;229224860;COMISARIA;;;;;
13101;641;RETEN CASA MONEDA;AVENIDA PORTALES N 3586;229224255;RETEN;;;;;
13101;642;3A COMISARIA DE SANTIAGO CENTRAL NORTE;PASAJE ELIAS FERNANDEZ ALBANO N 165;229223760;COMISARIA;;;;;
13101;643;1A COMISARIA SANTIAGO CENTRAL NORTE;SANTO DOMINGO NRO. 714;229223700;COMISARIA;;;;;
13101;644;32A COMISARIA DEL TRANSITO;SANTO DOMINGO N 1188;229223820;COMISARIA;;;;;
13101;645;PREFECTURA SANTIAGO CENTRAL NORTE;AMUNATEGUI N 519;229223860;PREFECTURA;;;;;
13101;646;JEFATURA ZONA METROPOLITANA;AMUNATEGUI N 519;229223600;JEFATURA;;;;;
13101;647;TENENCIA PARQUE METROPOLITANO;AV. EL CERRO / PEDRO DE VALDIVIA NORTE;133;TENENCIA;;;;;
13102;648;34A COMISARIA VISTA ALEGRE;LAS TORRES NRO. 7488;229224830;COMISARIA;;;;;
13102;649;SUBCOMISARIA CERRILLOS;BUZETA N 3986;229224465;SUBCOMISARIA;;;;;
13103;650;45A COMISARIA DE CERRO NAVIA;LOS CONQUISTADORES N 7350;229224600;COMISARIA;;;;;
13104;651;5A COMISARIA DE CONCHALI;GENERAL GAMBINO N 3731;229223890;COMISARIA;;;;;
13104;652;RETEN ENEAS GONEL;ARMANDO CARRERA N 4041;229223915;RETEN;;;;;
13105;653;39A COMISARIA EL BOSQUE;LOS RAULIES N 11240, ESQUINA STA. ELENA;229223130;COMISARIA;;;;;
13105;654;TENENCIA EL BOSQUE PONIENTE;EL PILLAN N 1266;229223155;TENENCIA;;;;;
13106;655;21A COMISARIA DE ESTACION CENTRAL;ECUADOR NRO. 4050;229224220;COMISARIA;;;;;
13106;656;58A COMISARIA POBLACION ALESSANDRI;ANTARTICA NRO. 4701;229226130;COMISARIA;;;;;
13107;657;54A COMISARIA DE HUECHURABA;RECOLETA N 5560;229224160;COMISARIA;;;;;
13108;658;SUBCOMISARIA VILLA MODERNA;CORONEL ALVARADO N 2450;229224085;SUBCOMISARIA;;;;;
13108;659;TENENCIA JUAN ANTONIO RIOS;SARA GAJARDO N 940;229224095;TENENCIA;;;;;
13109;660;PREFECTURA SANTIAGO SUR;JOSE MIGUEL CARRERA N 6868;229222840;PREFECTURA;;;;;
13110;661;61A COMISARIA CABO 2DO PABLO SILVA PIZARRO;DEPARTAMENTAL N 3273;229226315;COMISARIA;;;;;
13110;662;SUBCOMISARIA LOS QUILLAYES;GALVARINO N 4430;229223380;SUBCOMISARIA;;;;;
13111;663;TENENCIA TTE. MAURICIO RIVERA LOPEZ;AVENIDA LA SERENA N 10537;229223255;TENENCIA;;;;;
13111;664;13A. COMISARIA DE LA GRANJA;PADRE JUAN MEYER N 851;229223220;COMISARIA;;;;;
13112;665;41A. COMISARIA LA PINTANA;BALDOMERO LILLO N 1901;229223400;COMISARIA;;;;;
13112;666;TENENCIA EL CASTILLO;PRIMAVERA N 3741;323132373;TENENCIA;;;;;
13113;667;16A COMISARIA LA REINA;ECHENIQUE NRO. 8428;229222600;COMISARIA;;;;;
13114;668;SUBCOMISARIA SERVICIOS DIPLOMATICOS;CALLE POLOBANDA NRO. 1941;229225430;SUBCOMISARIA;;;;;
13114;669;47A COMISARIA LOS DOMINICOS;CAMINO EL ALBA NRO. 9210;229222780;COMISARIA;;;;;
13115;670;53A COMISARIA DE LO BARNECHEA;AVENIDA LO BARNECHEA NRO. 1119;229222810;COMISARIA;;;;;
13116;671;11A COMISARIA DE LO ESPEJO;CARDENAL CARO NRO. 3971;229222910;COMISARIA;;;;;
13116;672;TENENCIA SANTA ADRIANA;LO OVALLE N 24801;229222950;TENENCIA;;;;;
13117;673;44A COMISARAI DE LO PRADO;SAN PABLO N 5829;229224570;COMISARIA;;;;;
13118;674;46A. COMISARIA MACUL;AVENIDA ESCUELA AGRICOLA NRO. 2340;229223460;COMISARIA;;;;;
13119;675;25A COMISARIA MAIPU;BAILEN NRO. 2185;229224440;COMISARIA;;;;;
13120;676;ZONA METROPOLITANA ESTE;GENERAL JOSE ALEJANDRO BERNALES N 5147;229226000;ZONA;;;;;
13121;677;TENENCIA PEDRO AGUIRRE CERDA;CLUB HIPICO N 6035;229222940;TENENCIA;;;;;
13122;678;SUBCOMISARIA PENALOLEN;AVENIDA. LOS PRESIDENTES N 6799;229223565;SUBCOMISARIA;;;;;
13123;679;SUBCOMISARIA PROVIDENCIA SUR;Av. Los Leones 1871;229222714;SUBCOMISARIA;;;;;
13124;680;SUBCOMISARIA PUDAHUEL NORTE;EL ARADO N 9033;229224525;SUBCOMISARIA;;;;;
13125;681;49A COMISARIA DE QUILICURA;CALLE CABO 1RO. CARLOS CUEVAS GOLMO N 526;229224130;COMISARIA;;;;;
13126;682;22A COMISARIA DE QUINTA NORMAL;SANTO DOMINGO NRO. 4390;229224260;COMISARIA;;;;;
13127;683;TENENCIA JOSE SANTOS OSSA;JOSE SANTOS OSSA N 3401;229223970;TENENCIA;;;;;
13128;684;7A COMISARIA DE RENCA;BLANCO ENCALADA NRO. 1337;229223980;COMISARIA;;;;;
13129;685;50A COMISARIA DE SAN JOAQUIN;CARLOS VALDOVINOS N 282;229223490;COMISARIA;;;;;
13130;686;12A COMISARIA DE SAN MIGUEL;GRAN AVENIDADA JOSE MIGUEL N 3868;229222960;COMISARIA;;;;;
13131;687;31A COMISARIA DE SAN RAMON;VICUNA MACKENNA N 1759;229223104;COMISARIA;;;;;
13132;688;PREFECTURA SANTIAGO ANDES;Avenida Santa Maria, 6694;229226020;PREFECTURA;;;;;
13201;689;38A COMISARIA DE PUENTE ALTO;CONCHA Y TORO N 3399;229223320;COMISARIA;;;;;
13201;690;20A COMISARIA DE PUENTE ALTO;BALMACEDA 431;229223260;COMISARIA;;;;;
13202;691;65A COMISARIA PIRQUE;CONCHA Y TORO N 02510;229226280;COMISARIA;;;;;
13203;692;TENENCIA SAN GABRIEL;RUTA G25 KM 56;229223315;TENENCIA;;;;;
13301;693;SUBCOMISARIA CHICUREO;AV. DEL VALLE S/N LOTE A;229226615;SUBCOMISARIA;;;;;
13302;694;TENENCIA CARRETERA LAMPA;RUTA 5 NORTE KM 27;229223887;TENENCIA;;;;;
13303;695;TENENCIA TILTIL;JOSE MANUEL AGUILAR S/N;229224040;TENENCIA;;;;;
13303;696;RETEN RUNGUE;ESTACION S/N;229224051;RETEN;;;;;
13401;697;PREFECTURA DEL MAIPO;BULNES N 945;229225460;PREFECTURA;;;;;
13402;698;TENENCIA LINDEROS;FRANCISCO JAVIER KRUGGER N 3717;229223080;TENENCIA;;;;;
13403;699;SUBCOMISARIA CALERA DE TANGO;AVENIDA CALERA DE TANGO PARADERO 5 S/N;229223025;SUBCOMISARIA;;;;;
13404;700;64A COMISARIA PAINE;AVENIDA. 18 DE SEPTIEMBRE N 21;229225440;COMISARIA;;;;;
13501;701;24A COMISARIA DE MELIPILLA;ORTUZAR NRO. 674;229224370;COMISARIA;;;;;
13502;702;TENENCIA VILLA ALHUE;CALLE 18 DE SEPTIEMBRE S/N;229224418;TENENCIA;;;;;
13503;703;63 COMISARIA CURACAVI;AMBROSIO OHIGGINS N 2211;229226450;COMISARIA;;;;;
13504;704;TENENCIA MARIA PINTO;AVENIDA FRANCISCO COSTABAL N 615;229224422;TENENCIA;;;;;
13505;705;TENENCIA SAN PEDRO;AVENIDA SAN PEDRO N 13;229224426;TENENCIA;;;;;
13601;706;23A COMISARIA TALAGANTE;BOMBERO HERNAN AVILES GONZALEZ NRO. 875;229224310;COMISARIA;;;;;
13602;707;SUBCOMISARIA EL MONTE;LIBERTADORES N 223;229224395;SUBCOMISARIA;;;;;
13603;708;RETEN LA ISLITA;BALMACEDA N 3156;229224364;RETEN;;;;;
13604;709;SUBCOMISARIA PADRE HURTADO;SAN ALBERTO HURTADO N 2333;229224483;SUBCOMISARIA;;;;;
13605;710;56A COMISARIA PENAFLOR;CALLE 18 DE SEPTIEMBRE N 169;229225640;COMISARIA;;;;;
13605;711;TENENCIA MALLOCO;BALMACEDA N 103;229224345;TENENCIA;;;;;
